vd_dc, vg_dc, freq, i_ds (ac)
0.250,0.550,1.995 MHz,1.887E-5
0.250,0.550,2.512 MHz,1.887E-5
0.250,0.550,3.162 MHz,1.887E-5
0.250,0.550,3.981 MHz,1.887E-5
0.250,0.550,5.012 MHz,1.887E-5
0.250,0.550,6.310 MHz,1.887E-5
0.250,0.550,7.943 MHz,1.887E-5
0.250,0.550,10.00 MHz,1.887E-5
0.250,0.550,12.59 MHz,1.887E-5
0.250,0.550,15.85 MHz,1.887E-5
0.250,0.550,19.95 MHz,1.887E-5
0.250,0.550,25.12 MHz,1.887E-5
0.250,0.550,31.62 MHz,1.887E-5
0.250,0.550,39.81 MHz,1.887E-5
0.250,0.550,50.12 MHz,1.887E-5
0.250,0.550,63.10 MHz,1.887E-5
0.250,0.550,79.43 MHz,1.887E-5
0.250,0.550,100.0 MHz,1.887E-5
0.250,0.550,125.9 MHz,1.887E-5
0.250,0.550,158.5 MHz,1.887E-5
0.250,0.550,199.5 MHz,1.887E-5
0.250,0.550,251.2 MHz,1.887E-5
0.250,0.550,316.2 MHz,1.887E-5
0.250,0.550,398.1 MHz,1.887E-5
0.250,0.550,501.2 MHz,1.887E-5
0.250,0.550,631.0 MHz,1.887E-5
0.250,0.550,794.3 MHz,1.887E-5
0.250,0.550,1.000 GHz,1.887E-5
0.250,0.550,1.259 GHz,1.887E-5
0.250,0.550,1.585 GHz,1.887E-5
0.250,0.550,1.995 GHz,1.887E-5
0.250,0.550,2.512 GHz,1.887E-5
0.250,0.550,3.162 GHz,1.887E-5
0.250,0.550,3.981 GHz,1.887E-5
0.250,0.550,5.012 GHz,1.888E-5
0.250,0.550,6.310 GHz,1.888E-5
0.250,0.550,7.943 GHz,1.888E-5
0.250,0.550,10.00 GHz,1.888E-5
0.250,0.600,100.0 kHz,2.113E-5
0.250,0.600,125.9 kHz,2.113E-5
0.250,0.600,158.5 kHz,2.113E-5
0.250,0.600,199.5 kHz,2.113E-5
0.250,0.600,251.2 kHz,2.113E-5
0.250,0.600,316.2 kHz,2.113E-5
0.250,0.600,398.1 kHz,2.113E-5
0.250,0.600,501.2 kHz,2.113E-5
0.250,0.600,631.0 kHz,2.113E-5
0.250,0.600,794.3 kHz,2.113E-5
0.250,0.600,1.000 MHz,2.113E-5
0.250,0.600,1.259 MHz,2.113E-5
0.250,0.600,1.585 MHz,2.113E-5
0.250,0.600,1.995 MHz,2.113E-5
0.250,0.600,2.512 MHz,2.113E-5
0.250,0.600,3.162 MHz,2.113E-5
0.250,0.600,3.981 MHz,2.113E-5
0.250,0.600,5.012 MHz,2.113E-5
0.250,0.600,6.310 MHz,2.113E-5
0.250,0.600,7.943 MHz,2.113E-5
0.250,0.600,10.00 MHz,2.113E-5
0.250,0.600,12.59 MHz,2.113E-5
0.250,0.600,15.85 MHz,2.113E-5
0.250,0.600,19.95 MHz,2.113E-5
0.250,0.600,25.12 MHz,2.113E-5
0.250,0.600,31.62 MHz,2.113E-5
0.250,0.600,39.81 MHz,2.113E-5
0.250,0.600,50.12 MHz,2.113E-5
0.250,0.600,63.10 MHz,2.113E-5
0.250,0.600,79.43 MHz,2.113E-5
0.250,0.600,100.0 MHz,2.113E-5
0.250,0.600,125.9 MHz,2.113E-5
0.250,0.600,158.5 MHz,2.113E-5
0.250,0.600,199.5 MHz,2.113E-5
0.250,0.600,251.2 MHz,2.113E-5
0.250,0.600,316.2 MHz,2.113E-5
0.250,0.600,398.1 MHz,2.113E-5
0.250,0.600,501.2 MHz,2.113E-5
0.250,0.600,631.0 MHz,2.113E-5
0.250,0.600,794.3 MHz,2.113E-5
0.250,0.600,1.000 GHz,2.113E-5
0.250,0.600,1.259 GHz,2.113E-5
0.250,0.600,1.585 GHz,2.113E-5
0.250,0.600,1.995 GHz,2.113E-5
0.250,0.600,2.512 GHz,2.113E-5
0.250,0.600,3.162 GHz,2.113E-5
0.250,0.600,3.981 GHz,2.113E-5
0.250,0.600,5.012 GHz,2.113E-5
0.250,0.600,6.310 GHz,2.113E-5
0.250,0.600,7.943 GHz,2.113E-5
0.250,0.600,10.00 GHz,2.113E-5
0.250,0.650,100.0 kHz,2.165E-5
0.250,0.650,125.9 kHz,2.165E-5
0.250,0.650,158.5 kHz,2.165E-5
0.250,0.650,199.5 kHz,2.165E-5
0.250,0.650,251.2 kHz,2.165E-5
0.250,0.650,316.2 kHz,2.165E-5
0.250,0.650,398.1 kHz,2.165E-5
0.250,0.650,501.2 kHz,2.165E-5
0.250,0.650,631.0 kHz,2.165E-5
0.250,0.650,794.3 kHz,2.165E-5
0.250,0.650,1.000 MHz,2.165E-5
0.250,0.650,1.259 MHz,2.165E-5
0.250,0.650,1.585 MHz,2.165E-5
0.250,0.650,1.995 MHz,2.165E-5
0.250,0.650,2.512 MHz,2.165E-5
0.250,0.650,3.162 MHz,2.165E-5
0.250,0.650,3.981 MHz,2.165E-5
0.250,0.650,5.012 MHz,2.165E-5
0.250,0.650,6.310 MHz,2.165E-5
0.250,0.650,7.943 MHz,2.165E-5
0.250,0.650,10.00 MHz,2.165E-5
0.250,0.650,12.59 MHz,2.165E-5
0.250,0.650,15.85 MHz,2.165E-5
0.250,0.650,19.95 MHz,2.165E-5
0.250,0.650,25.12 MHz,2.165E-5
0.250,0.650,31.62 MHz,2.165E-5
0.250,0.650,39.81 MHz,2.165E-5
0.250,0.650,50.12 MHz,2.165E-5
0.250,0.650,63.10 MHz,2.165E-5
0.250,0.650,79.43 MHz,2.165E-5
0.250,0.650,100.0 MHz,2.165E-5
0.250,0.650,125.9 MHz,2.165E-5
0.250,0.650,158.5 MHz,2.165E-5
0.250,0.650,199.5 MHz,2.165E-5
0.250,0.650,251.2 MHz,2.165E-5
0.250,0.650,316.2 MHz,2.165E-5
0.250,0.650,398.1 MHz,2.165E-5
0.250,0.650,501.2 MHz,2.165E-5
0.250,0.650,631.0 MHz,2.165E-5
0.250,0.650,794.3 MHz,2.165E-5
0.250,0.650,1.000 GHz,2.165E-5
0.250,0.650,1.259 GHz,2.165E-5
0.250,0.650,1.585 GHz,2.165E-5
0.250,0.650,1.995 GHz,2.165E-5
0.250,0.650,2.512 GHz,2.165E-5
0.250,0.650,3.162 GHz,2.165E-5
0.250,0.650,3.981 GHz,2.165E-5
0.250,0.650,5.012 GHz,2.165E-5
0.250,0.650,6.310 GHz,2.165E-5
0.250,0.650,7.943 GHz,2.166E-5
0.250,0.650,10.00 GHz,2.166E-5
0.250,0.700,100.0 kHz,2.084E-5
0.250,0.700,125.9 kHz,2.084E-5
0.250,0.700,158.5 kHz,2.084E-5
0.250,0.700,199.5 kHz,2.084E-5
0.250,0.700,251.2 kHz,2.084E-5
0.250,0.700,316.2 kHz,2.084E-5
0.250,0.700,398.1 kHz,2.084E-5
0.250,0.700,501.2 kHz,2.084E-5
0.250,0.700,631.0 kHz,2.084E-5
0.250,0.700,794.3 kHz,2.084E-5
0.250,0.700,1.000 MHz,2.084E-5
0.250,0.700,1.259 MHz,2.084E-5
0.250,0.700,1.585 MHz,2.084E-5
0.250,0.700,1.995 MHz,2.084E-5
0.250,0.700,2.512 MHz,2.084E-5
0.250,0.700,3.162 MHz,2.084E-5
0.250,0.700,3.981 MHz,2.084E-5
0.250,0.700,5.012 MHz,2.084E-5
0.250,0.700,6.310 MHz,2.084E-5
0.250,0.700,7.943 MHz,2.084E-5
0.250,0.700,10.00 MHz,2.084E-5
0.250,0.700,12.59 MHz,2.084E-5
0.250,0.700,15.85 MHz,2.084E-5
0.250,0.700,19.95 MHz,2.084E-5
0.250,0.700,25.12 MHz,2.084E-5
0.250,0.700,31.62 MHz,2.084E-5
0.250,0.700,39.81 MHz,2.084E-5
0.250,0.700,50.12 MHz,2.084E-5
0.250,0.700,63.10 MHz,2.084E-5
0.250,0.700,79.43 MHz,2.084E-5
0.250,0.700,100.0 MHz,2.084E-5
0.250,0.700,125.9 MHz,2.084E-5
0.250,0.700,158.5 MHz,2.084E-5
0.250,0.700,199.5 MHz,2.084E-5
0.250,0.700,251.2 MHz,2.084E-5
0.250,0.700,316.2 MHz,2.084E-5
0.250,0.700,398.1 MHz,2.084E-5
0.250,0.700,501.2 MHz,2.084E-5
0.250,0.700,631.0 MHz,2.084E-5
0.250,0.700,794.3 MHz,2.084E-5
0.250,0.700,1.000 GHz,2.084E-5
0.250,0.700,1.259 GHz,2.084E-5
0.250,0.700,1.585 GHz,2.084E-5
0.250,0.700,1.995 GHz,2.084E-5
0.250,0.700,2.512 GHz,2.084E-5
0.250,0.700,3.162 GHz,2.084E-5
0.250,0.700,3.981 GHz,2.084E-5
0.250,0.700,5.012 GHz,2.085E-5
0.250,0.700,6.310 GHz,2.085E-5
0.250,0.700,7.943 GHz,2.085E-5
0.250,0.700,10.00 GHz,2.085E-5
0.250,0.750,100.0 kHz,1.899E-5
0.250,0.750,125.9 kHz,1.899E-5
0.250,0.750,158.5 kHz,1.899E-5
0.250,0.750,199.5 kHz,1.899E-5
0.250,0.750,251.2 kHz,1.899E-5
0.250,0.750,316.2 kHz,1.899E-5
0.250,0.750,398.1 kHz,1.899E-5
0.250,0.750,501.2 kHz,1.899E-5
0.250,0.750,631.0 kHz,1.899E-5
0.250,0.750,794.3 kHz,1.899E-5
0.250,0.750,1.000 MHz,1.899E-5
0.250,0.750,1.259 MHz,1.899E-5
0.250,0.750,1.585 MHz,1.899E-5
0.250,0.750,1.995 MHz,1.899E-5
0.250,0.750,2.512 MHz,1.899E-5
0.250,0.750,3.162 MHz,1.899E-5
0.250,0.750,3.981 MHz,1.899E-5
0.250,0.750,5.012 MHz,1.899E-5
0.250,0.750,6.310 MHz,1.899E-5
0.250,0.750,7.943 MHz,1.899E-5
0.250,0.750,10.00 MHz,1.899E-5
0.250,0.750,12.59 MHz,1.899E-5
0.250,0.750,15.85 MHz,1.899E-5
0.250,0.750,19.95 MHz,1.899E-5
0.250,0.750,25.12 MHz,1.899E-5
0.250,0.750,31.62 MHz,1.899E-5
0.250,0.750,39.81 MHz,1.899E-5
0.250,0.750,50.12 MHz,1.899E-5
0.250,0.750,63.10 MHz,1.899E-5
0.250,0.750,79.43 MHz,1.899E-5
0.250,0.750,100.0 MHz,1.899E-5
0.250,0.750,125.9 MHz,1.899E-5
0.250,0.750,158.5 MHz,1.899E-5
0.250,0.750,199.5 MHz,1.899E-5
0.250,0.750,251.2 MHz,1.899E-5
0.250,0.750,316.2 MHz,1.899E-5
0.250,0.750,398.1 MHz,1.899E-5
0.250,0.750,501.2 MHz,1.899E-5
0.250,0.750,631.0 MHz,1.899E-5
0.250,0.750,794.3 MHz,1.899E-5
0.250,0.750,1.000 GHz,1.899E-5
0.250,0.750,1.259 GHz,1.899E-5
0.250,0.750,1.585 GHz,1.899E-5
0.250,0.750,1.995 GHz,1.899E-5
0.250,0.750,2.512 GHz,1.899E-5
0.250,0.750,3.162 GHz,1.899E-5
0.250,0.750,3.981 GHz,1.899E-5
0.250,0.750,5.012 GHz,1.899E-5
0.250,0.750,6.310 GHz,1.899E-5
0.250,0.750,7.943 GHz,1.899E-5
0.250,0.750,10.00 GHz,1.899E-5
0.250,0.800,100.0 kHz,1.646E-5
0.250,0.800,125.9 kHz,1.646E-5
0.250,0.800,158.5 kHz,1.646E-5
0.250,0.800,199.5 kHz,1.646E-5
0.250,0.800,251.2 kHz,1.646E-5
0.250,0.800,316.2 kHz,1.646E-5
0.250,0.800,398.1 kHz,1.646E-5
0.250,0.800,501.2 kHz,1.646E-5
0.250,0.800,631.0 kHz,1.646E-5
0.250,0.800,794.3 kHz,1.646E-5
0.250,0.800,1.000 MHz,1.646E-5
0.250,0.800,1.259 MHz,1.646E-5
0.250,0.800,1.585 MHz,1.646E-5
0.250,0.800,1.995 MHz,1.646E-5
0.250,0.800,2.512 MHz,1.646E-5
0.250,0.800,3.162 MHz,1.646E-5
0.250,0.800,3.981 MHz,1.646E-5
0.250,0.800,5.012 MHz,1.646E-5
0.250,0.800,6.310 MHz,1.646E-5
0.250,0.800,7.943 MHz,1.646E-5
0.250,0.800,10.00 MHz,1.646E-5
0.250,0.800,12.59 MHz,1.646E-5
0.250,0.800,15.85 MHz,1.646E-5
0.250,0.800,19.95 MHz,1.646E-5
0.250,0.800,25.12 MHz,1.646E-5
0.250,0.800,31.62 MHz,1.646E-5
0.250,0.800,39.81 MHz,1.646E-5
0.250,0.800,50.12 MHz,1.646E-5
0.250,0.800,63.10 MHz,1.646E-5
0.250,0.800,79.43 MHz,1.646E-5
0.250,0.800,100.0 MHz,1.646E-5
0.250,0.800,125.9 MHz,1.646E-5
0.250,0.800,158.5 MHz,1.646E-5
0.250,0.800,199.5 MHz,1.646E-5
0.250,0.800,251.2 MHz,1.646E-5
0.250,0.800,316.2 MHz,1.646E-5
0.250,0.800,398.1 MHz,1.646E-5
0.250,0.800,501.2 MHz,1.646E-5
0.250,0.800,631.0 MHz,1.646E-5
0.250,0.800,794.3 MHz,1.646E-5
0.250,0.800,1.000 GHz,1.646E-5
0.250,0.800,1.259 GHz,1.646E-5
0.250,0.800,1.585 GHz,1.646E-5
0.250,0.800,1.995 GHz,1.646E-5
0.250,0.800,2.512 GHz,1.646E-5
0.250,0.800,3.162 GHz,1.646E-5
0.250,0.800,3.981 GHz,1.646E-5
0.250,0.800,5.012 GHz,1.646E-5
0.250,0.800,6.310 GHz,1.646E-5
0.250,0.800,7.943 GHz,1.647E-5
0.250,0.800,10.00 GHz,1.647E-5
0.250,0.850,100.0 kHz,1.384E-5
0.250,0.850,125.9 kHz,1.384E-5
0.250,0.850,158.5 kHz,1.384E-5
0.250,0.850,199.5 kHz,1.384E-5
0.250,0.850,251.2 kHz,1.384E-5
0.250,0.850,316.2 kHz,1.384E-5
0.250,0.850,398.1 kHz,1.384E-5
0.250,0.850,501.2 kHz,1.384E-5
0.250,0.850,631.0 kHz,1.384E-5
0.250,0.850,794.3 kHz,1.384E-5
0.250,0.850,1.000 MHz,1.384E-5
0.250,0.850,1.259 MHz,1.384E-5
0.250,0.850,1.585 MHz,1.384E-5
0.250,0.850,1.995 MHz,1.384E-5
0.250,0.850,2.512 MHz,1.384E-5
0.250,0.850,3.162 MHz,1.384E-5
0.250,0.850,3.981 MHz,1.384E-5
0.250,0.850,5.012 MHz,1.384E-5
0.250,0.850,6.310 MHz,1.384E-5
0.250,0.850,7.943 MHz,1.384E-5
0.250,0.850,10.00 MHz,1.384E-5
0.250,0.850,12.59 MHz,1.384E-5
0.250,0.850,15.85 MHz,1.384E-5
0.250,0.850,19.95 MHz,1.384E-5
0.250,0.850,25.12 MHz,1.384E-5
0.250,0.850,31.62 MHz,1.384E-5
0.250,0.850,39.81 MHz,1.384E-5
0.250,0.850,50.12 MHz,1.384E-5
0.250,0.850,63.10 MHz,1.384E-5
0.250,0.850,79.43 MHz,1.384E-5
0.250,0.850,100.0 MHz,1.384E-5
0.250,0.850,125.9 MHz,1.384E-5
0.250,0.850,158.5 MHz,1.384E-5
0.250,0.850,199.5 MHz,1.384E-5
0.250,0.850,251.2 MHz,1.384E-5
0.250,0.850,316.2 MHz,1.384E-5
0.250,0.850,398.1 MHz,1.384E-5
0.250,0.850,501.2 MHz,1.384E-5
0.250,0.850,631.0 MHz,1.384E-5
0.250,0.850,794.3 MHz,1.384E-5
0.250,0.850,1.000 GHz,1.384E-5
0.250,0.850,1.259 GHz,1.384E-5
0.250,0.850,1.585 GHz,1.384E-5
0.250,0.850,1.995 GHz,1.384E-5
0.250,0.850,2.512 GHz,1.384E-5
0.250,0.850,3.162 GHz,1.384E-5
0.250,0.850,3.981 GHz,1.384E-5
0.250,0.850,5.012 GHz,1.384E-5
0.250,0.850,6.310 GHz,1.384E-5
0.250,0.850,7.943 GHz,1.384E-5
0.250,0.850,10.00 GHz,1.385E-5
0.250,0.900,100.0 kHz,1.154E-5
0.250,0.900,125.9 kHz,1.154E-5
0.250,0.900,158.5 kHz,1.154E-5
0.250,0.900,199.5 kHz,1.154E-5
0.250,0.900,251.2 kHz,1.154E-5
0.250,0.900,316.2 kHz,1.154E-5
0.250,0.900,398.1 kHz,1.154E-5
0.250,0.900,501.2 kHz,1.154E-5
0.250,0.900,631.0 kHz,1.154E-5
0.250,0.900,794.3 kHz,1.154E-5
0.250,0.900,1.000 MHz,1.154E-5
0.250,0.900,1.259 MHz,1.154E-5
0.250,0.900,1.585 MHz,1.154E-5
0.250,0.900,1.995 MHz,1.154E-5
0.250,0.900,2.512 MHz,1.154E-5
0.250,0.900,3.162 MHz,1.154E-5
0.250,0.900,3.981 MHz,1.154E-5
0.250,0.900,5.012 MHz,1.154E-5
0.250,0.900,6.310 MHz,1.154E-5
0.250,0.900,7.943 MHz,1.154E-5
0.250,0.900,10.00 MHz,1.154E-5
0.250,0.900,12.59 MHz,1.154E-5
0.250,0.900,15.85 MHz,1.154E-5
0.250,0.900,19.95 MHz,1.154E-5
0.250,0.900,25.12 MHz,1.154E-5
0.250,0.900,31.62 MHz,1.154E-5
0.250,0.900,39.81 MHz,1.154E-5
0.250,0.900,50.12 MHz,1.154E-5
0.250,0.900,63.10 MHz,1.154E-5
0.250,0.900,79.43 MHz,1.154E-5
0.250,0.900,100.0 MHz,1.154E-5
0.250,0.900,125.9 MHz,1.154E-5
0.250,0.900,158.5 MHz,1.154E-5
0.250,0.900,199.5 MHz,1.154E-5
0.250,0.900,251.2 MHz,1.154E-5
0.250,0.900,316.2 MHz,1.154E-5
0.250,0.900,398.1 MHz,1.154E-5
0.250,0.900,501.2 MHz,1.154E-5
0.250,0.900,631.0 MHz,1.154E-5
0.250,0.900,794.3 MHz,1.154E-5
0.250,0.900,1.000 GHz,1.154E-5
0.250,0.900,1.259 GHz,1.154E-5
0.250,0.900,1.585 GHz,1.154E-5
0.250,0.900,1.995 GHz,1.154E-5
0.250,0.900,2.512 GHz,1.154E-5
0.250,0.900,3.162 GHz,1.154E-5
0.250,0.900,3.981 GHz,1.154E-5
0.250,0.900,5.012 GHz,1.154E-5
0.250,0.900,6.310 GHz,1.154E-5
0.250,0.900,7.943 GHz,1.154E-5
0.250,0.900,10.00 GHz,1.154E-5
0.300,0.000,100.0 kHz,6.739E-10
0.300,0.000,125.9 kHz,6.739E-10
0.300,0.000,158.5 kHz,6.739E-10
0.300,0.000,199.5 kHz,6.739E-10
0.300,0.000,251.2 kHz,6.739E-10
0.300,0.000,316.2 kHz,6.739E-10
0.300,0.000,398.1 kHz,6.739E-10
0.300,0.000,501.2 kHz,6.739E-10
0.300,0.000,631.0 kHz,6.740E-10
0.300,0.000,794.3 kHz,6.740E-10
0.300,0.000,1.000 MHz,6.741E-10
0.300,0.000,1.259 MHz,6.743E-10
0.300,0.000,1.585 MHz,6.745E-10
0.300,0.000,1.995 MHz,6.748E-10
0.300,0.000,2.512 MHz,6.754E-10
0.300,0.000,3.162 MHz,6.762E-10
0.300,0.000,3.981 MHz,6.776E-10
0.300,0.000,5.012 MHz,6.798E-10
0.300,0.000,6.310 MHz,6.832E-10
0.300,0.000,7.943 MHz,6.886E-10
0.300,0.000,10.00 MHz,6.970E-10
0.300,0.000,12.59 MHz,7.102E-10
0.300,0.000,15.85 MHz,7.306E-10
0.300,0.000,19.95 MHz,7.618E-10
0.300,0.000,25.12 MHz,8.088E-10
0.300,0.000,31.62 MHz,8.782E-10
0.300,0.000,39.81 MHz,9.781E-10
0.300,0.000,50.12 MHz,1.118E-9
0.300,0.000,63.10 MHz,1.310E-9
0.300,0.000,79.43 MHz,1.567E-9
0.300,0.000,100.0 MHz,1.904E-9
0.300,0.000,125.9 MHz,2.341E-9
0.300,0.000,158.5 MHz,2.902E-9
0.300,0.000,199.5 MHz,3.616E-9
0.300,0.000,251.2 MHz,4.523E-9
0.300,0.000,316.2 MHz,5.671E-9
0.300,0.000,398.1 MHz,7.121E-9
0.300,0.000,501.2 MHz,8.950E-9
0.300,0.000,631.0 MHz,1.126E-8
0.300,0.000,794.3 MHz,1.416E-8
0.300,0.000,1.000 GHz,1.782E-8
0.300,0.000,1.259 GHz,2.243E-8
0.300,0.000,1.585 GHz,2.823E-8
0.300,0.000,1.995 GHz,3.554E-8
0.300,0.000,2.512 GHz,4.474E-8
0.300,0.000,3.162 GHz,5.632E-8
0.300,0.000,3.981 GHz,7.090E-8
0.300,0.000,5.012 GHz,8.925E-8
0.300,0.000,6.310 GHz,1.124E-7
0.300,0.000,7.943 GHz,1.415E-7
0.300,0.000,10.00 GHz,1.781E-7
0.300,0.050,100.0 kHz,2.408E-9
0.300,0.050,125.9 kHz,2.408E-9
0.300,0.050,158.5 kHz,2.408E-9
0.300,0.050,199.5 kHz,2.408E-9
0.300,0.050,251.2 kHz,2.408E-9
0.300,0.050,316.2 kHz,2.408E-9
0.300,0.050,398.1 kHz,2.408E-9
0.300,0.050,501.2 kHz,2.408E-9
0.300,0.050,631.0 kHz,2.408E-9
0.300,0.050,794.3 kHz,2.408E-9
0.300,0.050,1.000 MHz,2.408E-9
0.300,0.050,1.259 MHz,2.408E-9
0.300,0.050,1.585 MHz,2.408E-9
0.300,0.050,1.995 MHz,2.408E-9
0.300,0.050,2.512 MHz,2.409E-9
0.300,0.050,3.162 MHz,2.409E-9
0.300,0.050,3.981 MHz,2.409E-9
0.300,0.050,5.012 MHz,2.410E-9
0.300,0.050,6.310 MHz,2.411E-9
0.300,0.050,7.943 MHz,2.413E-9
0.300,0.050,10.00 MHz,2.415E-9
0.300,0.050,12.59 MHz,2.419E-9
0.300,0.050,15.85 MHz,2.426E-9
0.300,0.050,19.95 MHz,2.436E-9
0.300,0.050,25.12 MHz,2.452E-9
0.300,0.050,31.62 MHz,2.478E-9
0.300,0.050,39.81 MHz,2.518E-9
0.300,0.050,50.12 MHz,2.580E-9
0.300,0.050,63.10 MHz,2.675E-9
0.300,0.050,79.43 MHz,2.819E-9
0.300,0.050,100.0 MHz,3.034E-9
0.300,0.050,125.9 MHz,3.346E-9
0.300,0.050,158.5 MHz,3.788E-9
0.300,0.050,199.5 MHz,4.399E-9
0.300,0.050,251.2 MHz,5.223E-9
0.300,0.050,316.2 MHz,6.312E-9
0.300,0.050,398.1 MHz,7.730E-9
0.300,0.050,501.2 MHz,9.555E-9
0.300,0.050,631.0 MHz,1.189E-8
0.300,0.050,794.3 MHz,1.485E-8
0.300,0.050,1.000 GHz,1.861E-8
0.300,0.050,1.259 GHz,2.335E-8
0.300,0.050,1.585 GHz,2.934E-8
0.300,0.050,1.995 GHz,3.689E-8
0.300,0.050,2.512 GHz,4.641E-8
0.300,0.050,3.162 GHz,5.839E-8
0.300,0.050,3.981 GHz,7.349E-8
0.300,0.050,5.012 GHz,9.250E-8
0.300,0.050,6.310 GHz,1.164E-7
0.300,0.050,7.943 GHz,1.466E-7
0.300,0.050,10.00 GHz,1.845E-7
0.300,0.100,100.0 kHz,8.500E-9
0.300,0.100,125.9 kHz,8.500E-9
0.300,0.100,158.5 kHz,8.500E-9
0.300,0.100,199.5 kHz,8.500E-9
0.300,0.100,251.2 kHz,8.500E-9
0.300,0.100,316.2 kHz,8.500E-9
0.300,0.100,398.1 kHz,8.500E-9
0.300,0.100,501.2 kHz,8.500E-9
0.300,0.100,631.0 kHz,8.500E-9
0.300,0.100,794.3 kHz,8.500E-9
0.300,0.100,1.000 MHz,8.500E-9
0.300,0.100,1.259 MHz,8.500E-9
0.300,0.100,1.585 MHz,8.500E-9
0.300,0.100,1.995 MHz,8.500E-9
0.300,0.100,2.512 MHz,8.500E-9
0.300,0.100,3.162 MHz,8.500E-9
0.300,0.100,3.981 MHz,8.500E-9
0.300,0.100,5.012 MHz,8.501E-9
0.300,0.100,6.310 MHz,8.501E-9
0.300,0.100,7.943 MHz,8.501E-9
0.300,0.100,10.00 MHz,8.502E-9
0.300,0.100,12.59 MHz,8.503E-9
0.300,0.100,15.85 MHz,8.505E-9
0.300,0.100,19.95 MHz,8.509E-9
0.300,0.100,25.12 MHz,8.514E-9
0.300,0.100,31.62 MHz,8.522E-9
0.300,0.100,39.81 MHz,8.534E-9
0.300,0.100,50.12 MHz,8.555E-9
0.300,0.100,63.10 MHz,8.586E-9
0.300,0.100,79.43 MHz,8.636E-9
0.300,0.100,100.0 MHz,8.715E-9
0.300,0.100,125.9 MHz,8.839E-9
0.300,0.100,158.5 MHz,9.031E-9
0.300,0.100,199.5 MHz,9.327E-9
0.300,0.100,251.2 MHz,9.779E-9
0.300,0.100,316.2 MHz,1.045E-8
0.300,0.100,398.1 MHz,1.144E-8
0.300,0.100,501.2 MHz,1.286E-8
0.300,0.100,631.0 MHz,1.482E-8
0.300,0.100,794.3 MHz,1.749E-8
0.300,0.100,1.000 GHz,2.104E-8
0.300,0.100,1.259 GHz,2.568E-8
0.300,0.100,1.585 GHz,3.167E-8
0.300,0.100,1.995 GHz,3.933E-8
0.300,0.100,2.512 GHz,4.909E-8
0.300,0.100,3.162 GHz,6.146E-8
0.300,0.100,3.981 GHz,7.710E-8
0.300,0.100,5.012 GHz,9.684E-8
0.300,0.100,6.310 GHz,1.217E-7
0.300,0.100,7.943 GHz,1.531E-7
0.300,0.100,10.00 GHz,1.927E-7
0.300,0.150,100.0 kHz,2.940E-8
0.300,0.150,125.9 kHz,2.940E-8
0.300,0.150,158.5 kHz,2.940E-8
0.300,0.150,199.5 kHz,2.940E-8
0.300,0.150,251.2 kHz,2.940E-8
0.300,0.150,316.2 kHz,2.940E-8
0.300,0.150,398.1 kHz,2.940E-8
0.300,0.150,501.2 kHz,2.940E-8
0.300,0.150,631.0 kHz,2.940E-8
0.300,0.150,794.3 kHz,2.940E-8
0.300,0.150,1.000 MHz,2.940E-8
0.300,0.150,1.259 MHz,2.940E-8
0.300,0.150,1.585 MHz,2.940E-8
0.300,0.150,1.995 MHz,2.940E-8
0.300,0.150,2.512 MHz,2.940E-8
0.300,0.150,3.162 MHz,2.940E-8
0.300,0.150,3.981 MHz,2.940E-8
0.300,0.150,5.012 MHz,2.940E-8
0.300,0.150,6.310 MHz,2.940E-8
0.300,0.150,7.943 MHz,2.940E-8
0.300,0.150,10.00 MHz,2.940E-8
0.300,0.150,12.59 MHz,2.940E-8
0.300,0.150,15.85 MHz,2.940E-8
0.300,0.150,19.95 MHz,2.940E-8
0.300,0.150,25.12 MHz,2.940E-8
0.300,0.150,31.62 MHz,2.941E-8
0.300,0.150,39.81 MHz,2.941E-8
0.300,0.150,50.12 MHz,2.942E-8
0.300,0.150,63.10 MHz,2.943E-8
0.300,0.150,79.43 MHz,2.944E-8
0.300,0.150,100.0 MHz,2.947E-8
0.300,0.150,125.9 MHz,2.951E-8
0.300,0.150,158.5 MHz,2.957E-8
0.300,0.150,199.5 MHz,2.968E-8
0.300,0.150,251.2 MHz,2.984E-8
0.300,0.150,316.2 MHz,3.009E-8
0.300,0.150,398.1 MHz,3.048E-8
0.300,0.150,501.2 MHz,3.110E-8
0.300,0.150,631.0 MHz,3.205E-8
0.300,0.150,794.3 MHz,3.350E-8
0.300,0.150,1.000 GHz,3.568E-8
0.300,0.150,1.259 GHz,3.889E-8
0.300,0.150,1.585 GHz,4.349E-8
0.300,0.150,1.995 GHz,4.992E-8
0.300,0.150,2.512 GHz,5.869E-8
0.300,0.150,3.162 GHz,7.038E-8
0.300,0.150,3.981 GHz,8.570E-8
0.300,0.150,5.012 GHz,1.055E-7
0.300,0.150,6.310 GHz,1.309E-7
0.300,0.150,7.943 GHz,1.633E-7
0.300,0.150,10.00 GHz,2.043E-7
0.300,0.200,100.0 kHz,9.826E-8
0.300,0.200,125.9 kHz,9.826E-8
0.300,0.200,158.5 kHz,9.826E-8
0.300,0.200,199.5 kHz,9.826E-8
0.300,0.200,251.2 kHz,9.826E-8
0.300,0.200,316.2 kHz,9.826E-8
0.300,0.200,398.1 kHz,9.826E-8
0.300,0.200,501.2 kHz,9.826E-8
