freq, nonideal i, ideal i
4.14010000000000033538 GHz,0.00178819606730729486 - j0.08455522824789753200 ,0.00000000000000000000 + j0.13006507745127102171 
4.14109999999999978115 GHz,0.00178621123444942082 - j0.08450830957499746998 ,0.00000000000000000000 + j0.13009649337780693212 
4.14210000000000011511 GHz,0.00178422997409818191 - j0.08446144931145960211 ,0.00000000000000000000 + j0.13012790930434281478 
4.14309999999999956088 GHz,0.00178225227739035093 - j0.08441464734500252198 ,0.00000000000000000000 + j0.13015932523087869743 
4.14409999999999989484 GHz,0.00178027813549060956 - j0.08436790356363450816 ,0.00000000000000000000 + j0.13019074115741460784 
4.14510000000000022879 GHz,0.00177830753959144078 - j0.08432121785565241390 ,0.00000000000000000000 + j0.13022215708395051825 
4.14609999999999967457 GHz,0.00177634048091302637 - j0.08427459010964084840 ,0.00000000000000000000 + j0.13025357301048640091 
4.14710000000000000853 GHz,0.00177437695070313409 - j0.08422802021447109433 ,0.00000000000000000000 + j0.13028498893702228356 
4.14810000000000034248 GHz,0.00177241694023701798 - j0.08418150805930023350 ,0.00000000000000000000 + j0.13031640486355822173 
4.14909999999999978826 GHz,0.00177046044081731989 - j0.08413505353357055017 ,0.00000000000000000000 + j0.13034782079009410438 
4.15010000000000012221 GHz,0.00176850744377394999 - j0.08408865652700794890 ,0.00000000000000000000 + j0.13037923671662998704 
4.15109999999999956799 GHz,0.00176655794046399876 - j0.08404231692962169098 ,0.00000000000000000000 + j0.13041065264316589745 
4.15209999999999990195 GHz,0.00176461192227162227 - j0.08399603463170308981 ,0.00000000000000000000 + j0.13044206856970180786 
4.15310000000000023590 GHz,0.00176266938060795153 - j0.08394980952382484485 ,0.00000000000000000000 + j0.13047348449623769051 
4.15409999999999968168 GHz,0.00176073030691098085 - j0.08390364149683997297 ,0.00000000000000000000 + j0.13050490042277357317 
4.15510000000000001563 GHz,0.00175879469264546631 - j0.08385753044188092031 ,0.00000000000000000000 + j0.13053631634930948358 
4.15610000000000034959 GHz,0.00175686252930283104 - j0.08381147625035878512 ,0.00000000000000000000 + j0.13056773227584539399 
4.15709999999999979536 GHz,0.00175493380840106177 - j0.08376547881396236017 ,0.00000000000000000000 + j0.13059914820238127664 
4.15810000000000012932 GHz,0.00175300852148460541 - j0.08371953802465720296 ,0.00000000000000000000 + j0.13063056412891715929 
4.15909999999999957510 GHz,0.00175108666012427036 - j0.08367365377468474752 ,0.00000000000000000000 + j0.13066198005545306970 
4.16009999999999990905 GHz,0.00174916821591713113 - j0.08362782595656155504 ,0.00000000000000000000 + j0.13069339598198898011 
4.16110000000000024301 GHz,0.00174725318048642706 - j0.08358205446307830078 ,0.00000000000000000000 + j0.13072481190852486277 
4.16209999999999968878 GHz,0.00174534154548146021 - j0.08353633918729892749 ,0.00000000000000000000 + j0.13075622783506077318 
4.16310000000000002274 GHz,0.00174343330257750251 - j0.08349068002255984056 ,0.00000000000000000000 + j0.13078764376159668359 
4.16410000000000035669 GHz,0.00174152844347569605 - j0.08344507686246893652 ,0.00000000000000000000 + j0.13081905968813256624 
4.16509999999999980247 GHz,0.00173962695990295484 - j0.08339952960090481204 ,0.00000000000000000000 + j0.13085047561466844890 
4.16610000000000013642 GHz,0.00173772884361186723 - j0.08335403813201583412 ,0.00000000000000000000 + j0.13088189154120435931 
4.16709999999999958220 GHz,0.00173583408638060591 - j0.08330860235021940452 ,0.00000000000000000000 + j0.13091330746774026972 
4.16809999999999991616 GHz,0.00173394268001282408 - j0.08326322215020103001 ,0.00000000000000000000 + j0.13094472339427615237 
4.16910000000000025011 GHz,0.00173205461633756065 - j0.08321789742691330927 ,0.00000000000000000000 + j0.13097613932081206278 
4.17009999999999969589 GHz,0.00173016988720915373 - j0.08317262807557551652 ,0.00000000000000000000 + j0.13100755524734794544 
4.17110000000000002984 GHz,0.00172828848450713593 - j0.08312741399167222767 ,0.00000000000000000000 + j0.13103897117388385585 
4.17210000000000036380 GHz,0.00172641040013614411 - j0.08308225507095289009 ,0.00000000000000000000 + j0.13107038710041973850 
4.17309999999999980957 GHz,0.00172453562602582614 - j0.08303715120943078176 ,0.00000000000000000000 + j0.13110180302695564891 
4.17410000000000014353 GHz,0.00172266415413074555 - j0.08299210230338220640 ,0.00000000000000000000 + j0.13113321895349155932 
4.17509999999999958931 GHz,0.00172079597643029340 - j0.08294710824934570237 ,0.00000000000000000000 + j0.13116463488002744198 
4.17609999999999992326 GHz,0.00171893108492858384 - j0.08290216894412111293 ,0.00000000000000000000 + j0.13119605080656335239 
4.17710000000000025722 GHz,0.00171706947165438037 - j0.08285728428476903107 ,0.00000000000000000000 + j0.13122746673309923504 
4.17809999999999970299 GHz,0.00171521112866098650 - j0.08281245416860959219 ,0.00000000000000000000 + j0.13125888265963514545 
4.17910000000000003695 GHz,0.00171335604802616364 - j0.08276767849322189119 ,0.00000000000000000000 + j0.13129029858617102811 
4.18010000000000037090 GHz,0.00171150422185203347 - j0.08272295715644308045 ,0.00000000000000000000 + j0.13132171451270693852 
4.18109999999999981668 GHz,0.00170965564226500098 - j0.08267829005636773143 ,0.00000000000000000000 + j0.13135313043924282117 
4.18210000000000015064 GHz,0.00170781030141564693 - j0.08263367709134675221 ,0.00000000000000000000 + j0.13138454636577873158 
4.18309999999999959641 GHz,0.00170596819147864911 - j0.08258911815998677686 ,0.00000000000000000000 + j0.13141596229231464199 
4.18409999999999993037 GHz,0.00170412930465268847 - j0.08254461316114927727 ,0.00000000000000000000 + j0.13144737821885052464 
4.18510000000000026432 GHz,0.00170229363316036410 - j0.08250016199394978600 ,0.00000000000000000000 + j0.13147879414538640730 
4.18609999999999971010 GHz,0.00170046116924809721 - j0.08245576455775706359 ,0.00000000000000000000 + j0.13151021007192231771 
4.18710000000000004405 GHz,0.00169863190518605061 - j0.08241142075219240470 ,0.00000000000000000000 + j0.13154162599845822812 
4.18810000000000037801 GHz,0.00169680583326804030 - j0.08236713047712872215 ,0.00000000000000000000 + j0.13157304192499411077 
4.18909999999999982379 GHz,0.00169498294581143854 - j0.08232289363268982529 ,0.00000000000000000000 + j0.13160445785153002118 
4.19010000000000015774 GHz,0.00169316323515709705 - j0.08227871011924955957 ,0.00000000000000000000 + j0.13163587377806593159 
4.19109999999999960352 GHz,0.00169134669366925987 - j0.08223457983743125144 ,0.00000000000000000000 + j0.13166728970460181425 
4.19209999999999993747 GHz,0.00168953331373546947 - j0.08219050268810658422 ,0.00000000000000000000 + j0.13169870563113769690 
4.19310000000000027143 GHz,0.00168772308776648388 - j0.08214647857239502915 ,0.00000000000000000000 + j0.13173012155767360731 
4.19409999999999971720 GHz,0.00168591600819619587 - j0.08210250739166308209 ,0.00000000000000000000 + j0.13176153748420951772 
4.19510000000000005116 GHz,0.00168411206748154312 - j0.08205858904752344474 ,0.00000000000000000000 + j0.13179295341074540038 
4.19610000000000038511 GHz,0.00168231125810242412 - j0.08201472344183424745 ,0.00000000000000000000 + j0.13182436933728128303 
4.19709999999999983089 GHz,0.00168051357256161055 - j0.08197091047669824437 ,0.00000000000000000000 + j0.13185578526381719344 
4.19810000000000016485 GHz,0.00167871900338467227 - j0.08192715005446217502 ,0.00000000000000000000 + j0.13188720119035310385 
4.19909999999999961062 GHz,0.00167692754311988233 - j0.08188344207771590388 ,0.00000000000000000000 + j0.13191861711688898651 
4.20009999999999994458 GHz,0.00167513918433814064 - j0.08183978644929162938 ,0.00000000000000000000 + j0.13195003304342489692 
4.20110000000000027853 GHz,0.00167335391963288876 - j0.08179618307226324547 ,0.00000000000000000000 + j0.13198144896996080733 
4.20209999999999972431 GHz,0.00167157174162002836 - j0.08175263184994555066 ,0.00000000000000000000 + j0.13201286489649668998 
4.20310000000000005826 GHz,0.00166979264293783515 - j0.08170913268589338752 ,0.00000000000000000000 + j0.13204428082303257264 
4.20410000000000039222 GHz,0.00166801661624688255 - j0.08166568548390108762 ,0.00000000000000000000 + j0.13207569674956848305 
4.20509999999999983800 GHz,0.00166624365422995448 - j0.08162229014800156945 ,0.00000000000000000000 + j0.13210711267610439346 
4.20610000000000017195 GHz,0.00166447374959196952 - j0.08157894658246572783 ,0.00000000000000000000 + j0.13213852860264027611 
4.20709999999999961773 GHz,0.00166270689505989460 - j0.08153565469180155956 ,0.00000000000000000000 + j0.13216994452917615877 
4.20809999999999995168 GHz,0.00166094308338266515 - j0.08149241438075341404 ,0.00000000000000000000 + j0.13220136045571206918 
4.20910000000000028564 GHz,0.00165918230733111123 - j0.08144922555430152145 ,0.00000000000000000000 + j0.13223277638224797959 
4.21009999999999973141 GHz,0.00165742455969786900 - j0.08140608811766099351 ,0.00000000000000000000 + j0.13226419230878386224 
4.21110000000000006537 GHz,0.00165566983329730488 - j0.08136300197628114350 ,0.00000000000000000000 + j0.13229560823531977265 
4.21210000000000039933 GHz,0.00165391812096543894 - j0.08131996703584487562 ,0.00000000000000000000 + j0.13232702416185568306 
4.21309999999999984510 GHz,0.00165216941555986277 - j0.08127698320226790785 ,0.00000000000000000000 + j0.13235844008839156571 
4.21410000000000017906 GHz,0.00165042370995965794 - j0.08123405038169791148 ,0.00000000000000000000 + j0.13238985601492744837 
4.21509999999999962483 GHz,0.00164868099706532399 - j0.08119116848051401159 ,0.00000000000000000000 + j0.13242127194146335878 
4.21609999999999995879 GHz,0.00164694126979870016 - j0.08114833740532600981 ,0.00000000000000000000 + j0.13245268786799926919 
4.21710000000000029274 GHz,0.00164520452110288365 - j0.08110555706297366274 ,0.00000000000000000000 + j0.13248410379453515184 
4.21809999999999973852 GHz,0.00164347074394214894 - j0.08106282736052575211 ,0.00000000000000000000 + j0.13251551972107106225 
4.21910000000000007248 GHz,0.00164173993130188600 - j0.08102014820527986272 ,0.00000000000000000000 + j0.13254693564760694491 
4.22010000000000040643 GHz,0.00164001207618850531 - j0.08097751950476118898 ,0.00000000000000000000 + j0.13257835157414285532 
4.22109999999999985221 GHz,0.00163828717162937693 - j0.08093494116672218797 ,0.00000000000000000000 + j0.13260976750067873797 
4.22210000000000018616 GHz,0.00163656521067274052 - j0.08089241309914162181 ,0.00000000000000000000 + j0.13264118342721464838 
4.22309999999999963194 GHz,0.00163484618638764416 - j0.08084993521022407204 ,0.00000000000000000000 + j0.13267259935375055879 
4.22409999999999996589 GHz,0.00163313009186385658 - j0.08080750740839910684 ,0.00000000000000000000 + j0.13270401528028644145 
4.22510000000000029985 GHz,0.00163141692021180097 - j0.08076512960232065663 ,0.00000000000000000000 + j0.13273543120682235186 
4.22609999999999974563 GHz,0.00162970666456247457 - j0.08072280170086627848 ,0.00000000000000000000 + j0.13276684713335823451 
4.22710000000000007958 GHz,0.00162799931806737754 - j0.08068052361313654552 ,0.00000000000000000000 + j0.13279826305989414492 
4.22810000000000041354 GHz,0.00162629487389843942 - j0.08063829524845429753 ,0.00000000000000000000 + j0.13282967898643002758 
4.22909999999999985931 GHz,0.00162459332524793722 - j0.08059611651636391927 ,0.00000000000000000000 + j0.13286109491296593799 
4.23010000000000019327 GHz,0.00162289466532844072 - j0.08055398732663091033 ,0.00000000000000000000 + j0.13289251083950182064 
4.23109999999999963904 GHz,0.00162119888737271580 - j0.08051190758924076096 ,0.00000000000000000000 + j0.13292392676603773105 
4.23209999999999997300 GHz,0.00161950598463366934 - j0.08046987721439875785 ,0.00000000000000000000 + j0.13295534269257364146 
4.23310000000000030695 GHz,0.00161781595038427116 - j0.08042789611252905424 ,0.00000000000000000000 + j0.13298675861910952412 
4.23409999999999975273 GHz,0.00161612877791747771 - j0.08038596419427400386 ,0.00000000000000000000 + j0.13301817454564540677 
4.23510000000000008669 GHz,0.00161444446054616721 - j0.08034408137049350862 ,0.00000000000000000000 + j0.13304959047218131718 
4.23610000000000042064 GHz,0.00161276299160305944 - j0.08030224755226439415 ,0.00000000000000000000 + j0.13308100639871722759 
4.23709999999999986642 GHz,0.00161108436444066042 - j0.08026046265087995180 ,0.00000000000000000000 + j0.13311242232525311024 
4.23810000000000020037 GHz,0.00160940857243116811 - j0.08021872657784875904 ,0.00000000000000000000 + j0.13314383825178902065 
4.23909999999999964615 GHz,0.00160773560896642189 - j0.08017703924489447131 ,0.00000000000000000000 + j0.13317525417832493106 
4.24009999999999998010 GHz,0.00160606546745782597 - j0.08013540056395515587 ,0.00000000000000000000 + j0.13320667010486081372 
4.24110000000000031406 GHz,0.00160439814133627270 - j0.08009381044718229259 ,0.00000000000000000000 + j0.13323808603139669637 
4.24209999999999975984 GHz,0.00160273362405208156 - j0.08005226880694049640 ,0.00000000000000000000 + j0.13326950195793260678 
4.24310000000000009379 GHz,0.00160107190907492333 - j0.08001077555580664302 ,0.00000000000000000000 + j0.13330091788446851719 
4.24410000000000042775 GHz,0.00159941298989376129 - j0.07996933060656945258 ,0.00000000000000000000 + j0.13333233381100439985 
4.24509999999999987352 GHz,0.00159775686001676492 - j0.07992793387222849044 ,0.00000000000000000000 + j0.13336374973754028250 
4.24610000000000020748 GHz,0.00159610351297125854 - j0.07988658526599390353 ,0.00000000000000000000 + j0.13339516566407619291 
4.24709999999999965326 GHz,0.00159445294230364169 - j0.07984528470128555988 ,0.00000000000000000000 + j0.13342658159061210332 
4.24809999999999998721 GHz,0.00159280514157932908 - j0.07980403209173252133 ,0.00000000000000000000 + j0.13345799751714798598 
4.24910000000000032117 GHz,0.00159116010438267491 - j0.07976282735117230793 ,0.00000000000000000000 + j0.13348941344368389639 
4.25009999999999976694 GHz,0.00158951782431690871 - j0.07972167039365025965 ,0.00000000000000000000 + j0.13352082937021980680 
4.25110000000000010090 GHz,0.00158787829500407459 - j0.07968056113341918933 ,0.00000000000000000000 + j0.13355224529675568945 
4.25210000000000043485 GHz,0.00158624151008495383 - j0.07963949948493835584 ,0.00000000000000000000 + j0.13358366122329157211 
4.25309999999999988063 GHz,0.00158460746321900116 - j0.07959848536287304765 ,0.00000000000000000000 + j0.13361507714982748252 
4.25410000000000021458 GHz,0.00158297614808428598 - j0.07955751868209404165 ,0.00000000000000000000 + j0.13364649307636339293 
4.25509999999999966036 GHz,0.00158134755837741601 - j0.07951659935767675658 ,0.00000000000000000000 + j0.13367790900289927558 
4.25609999999999999432 GHz,0.00157972168781347878 - j0.07947572730490086446 ,0.00000000000000000000 + j0.13370932492943515824 
4.25710000000000032827 GHz,0.00157809853012596873 - j0.07943490243924951344 ,0.00000000000000000000 + j0.13374074085597106865 
4.25809999999999977405 GHz,0.00157647807906673263 - j0.07939412467640885596 ,0.00000000000000000000 + j0.13377215678250697906 
4.25910000000000010800 GHz,0.00157486032840589490 - j0.07935339393226727156 ,0.00000000000000000000 + j0.13380357270904286171 
4.26010000000000044196 GHz,0.00157324527193179417 - j0.07931271012291486733 ,0.00000000000000000000 + j0.13383498863557877212 
4.26109999999999988773 GHz,0.00157163290345092681 - j0.07927207316464290887 ,0.00000000000000000000 + j0.13386640456211468253 
4.26210000000000022169 GHz,0.00157002321678787436 - j0.07923148297394315420 ,0.00000000000000000000 + j0.13389782048865056518 
4.26309999999999966747 GHz,0.00156841620578523975 - j0.07919093946750720148 ,0.00000000000000000000 + j0.13392923641518644784 
4.26410000000000000142 GHz,0.00156681186430358875 - j0.07915044256222596164 ,0.00000000000000000000 + j0.13396065234172235825 
4.26510000000000033538 GHz,0.00156521018622138514 - j0.07910999217518917270 ,0.00000000000000000000 + j0.13399206826825826866 
