freq, current
20.2420100000000005025 GHz,0.00000284373684209634 - j0.00152164227633830545 
20.2430100000000017246 GHz,0.00000284345588989717 - j0.00152156208164665467 
20.2440099999999993940 GHz,0.00000284317497993871 - j0.00152148189462943595 
20.2450100000000006162 GHz,0.00000284289411149665 - j0.00152140171528551585 
20.2460099999999982856 GHz,0.00000284261328409537 - j0.00152132154361375423 
20.2470099999999995077 GHz,0.00000284233249810599 - j0.00152124137961301463 
20.2480100000000007299 GHz,0.00000284205175416612 - j0.00152116122328216211 
20.2490099999999983993 GHz,0.00000284177105173501 - j0.00152108107462005978 
20.2500099999999996214 GHz,0.00000284149039125488 - j0.00152100093362556965 
20.2510100000000008436 GHz,0.00000284120977186528 - j0.00152092080029755743 
20.2520099999999985130 GHz,0.00000284092919475449 - j0.00152084067463488948 
20.2530099999999997351 GHz,0.00000284064865823311 - j0.00152076055663642631 
20.2540100000000009572 GHz,0.00000284036816364931 - j0.00152068044630103384 
20.2550099999999986267 GHz,0.00000284008771094204 - j0.00152060034362757907 
20.2560099999999998488 GHz,0.00000283980729957655 - j0.00152052024861492664 
20.2570100000000010709 GHz,0.00000283952692978786 - j0.00152044016126194159 
20.2580099999999987403 GHz,0.00000283924660113597 - j0.00152036008156748921 
20.2590099999999999625 GHz,0.00000283896631435921 - j0.00152028000953043562 
20.2600100000000011846 GHz,0.00000283868606853799 - j0.00152019994514964525 
20.2610099999999988540 GHz,0.00000283840586455278 - j0.00152011988842398922 
20.2620100000000000762 GHz,0.00000283812570268598 - j0.00152003983935232933 
20.2630100000000012983 GHz,0.00000283784558194107 - j0.00151995979793353585 
20.2640099999999989677 GHz,0.00000283756550268928 - j0.00151987976416647274 
20.2650100000000001899 GHz,0.00000283728546426568 - j0.00151979973805001049 
20.2660100000000014120 GHz,0.00000283700546791196 - j0.00151971971958301242 
20.2670099999999990814 GHz,0.00000283672551288030 - j0.00151963970876435139 
20.2680100000000003035 GHz,0.00000283644559950645 - j0.00151955970559289094 
20.2690100000000015257 GHz,0.00000283616572682351 - j0.00151947971006750220 
20.2700099999999991951 GHz,0.00000283588589575348 - j0.00151939972218705110 
20.2710100000000004172 GHz,0.00000283560610681568 - j0.00151931974195040789 
20.2720100000000016394 GHz,0.00000283532635912614 - j0.00151923976935644067 
20.2730099999999993088 GHz,0.00000283504665251144 - j0.00151915980440401883 
20.2740100000000005309 GHz,0.00000283476698678633 - j0.00151907984709201156 
20.2750100000000017531 GHz,0.00000283448736281951 - j0.00151899989741928801 
20.2760099999999994225 GHz,0.00000283420778043169 - j0.00151891995538471956 
20.2770100000000006446 GHz,0.00000283392823991723 - j0.00151884002098717254 
20.2780099999999983140 GHz,0.00000283364873991851 - j0.00151876009422552134 
20.2790099999999995362 GHz,0.00000283336928139311 - j0.00151868017509863449 
20.2800100000000007583 GHz,0.00000283308986457029 - j0.00151860026360538160 
20.2810099999999984277 GHz,0.00000283281048908723 - j0.00151852035974463532 
20.2820099999999996498 GHz,0.00000283253115422581 - j0.00151844046351526461 
20.2830100000000008720 GHz,0.00000283225186103245 - j0.00151836057491614362 
20.2840099999999985414 GHz,0.00000283197260946408 - j0.00151828069394614089 
20.2850099999999997635 GHz,0.00000283169339905724 - j0.00151820082060413059 
20.2860100000000009857 GHz,0.00000283141422974518 - j0.00151812095488898318 
20.2870099999999986551 GHz,0.00000283113510230199 - j0.00151804109679957110 
20.2880099999999998772 GHz,0.00000283085601544707 - j0.00151796124633476570 
20.2890100000000010994 GHz,0.00000283057697021508 - j0.00151788140349344244 
20.2900099999999987688 GHz,0.00000283029796624914 - j0.00151780156827447158 
20.2910099999999999909 GHz,0.00000283001900284307 - j0.00151772174067672642 
20.2920100000000012130 GHz,0.00000282974008135720 - j0.00151764192069908156 
20.2930099999999988825 GHz,0.00000282946120126297 - j0.00151756210834040985 
20.2940100000000001046 GHz,0.00000282918236208513 - j0.00151748230359958526 
20.2950100000000013267 GHz,0.00000282890356381625 - j0.00151740250647548042 
20.2960099999999989961 GHz,0.00000282862480748506 - j0.00151732271696697319 
20.2970100000000002183 GHz,0.00000282834609188804 - j0.00151724293507293317 
20.2980100000000014404 GHz,0.00000282806741776975 - j0.00151716316079223757 
20.2990099999999991098 GHz,0.00000282778878444774 - j0.00151708339412376012 
20.3000100000000003320 GHz,0.00000282751019250079 - j0.00151700363506637802 
20.3010100000000015541 GHz,0.00000282723164116949 - j0.00151692388361896369 
20.3020099999999992235 GHz,0.00000282695313184976 - j0.00151684413978039391 
20.3030100000000004457 GHz,0.00000282667466342694 - j0.00151676440354954478 
20.3040100000000016678 GHz,0.00000282639623609496 - j0.00151668467492529200 
20.3050099999999993372 GHz,0.00000282611784964511 - j0.00151660495390651190 
20.3060100000000005593 GHz,0.00000282583950508846 - j0.00151652524049208080 
20.3070099999999982288 GHz,0.00000282556120103801 - j0.00151644553468087569 
20.3080099999999994509 GHz,0.00000282528293756336 - j0.00151636583647177118 
20.3090100000000006730 GHz,0.00000282500471594208 - j0.00151628614586364705 
20.3100099999999983424 GHz,0.00000282472653568719 - j0.00151620646285537965 
20.3110099999999995646 GHz,0.00000282444839573146 - j0.00151612678744584488 
20.3120100000000007867 GHz,0.00000282417029753603 - j0.00151604711963392448 
20.3130099999999984561 GHz,0.00000282389223994484 - j0.00151596745941849219 
20.3140099999999996783 GHz,0.00000282361422346575 - j0.00151588780679842760 
20.3150100000000009004 GHz,0.00000282333624867171 - j0.00151580816177261050 
20.3160099999999985698 GHz,0.00000282305831392710 - j0.00151572852433991745 
20.3170099999999997920 GHz,0.00000282278042053913 - j0.00151564889449922781 
20.3180100000000010141 GHz,0.00000282250256863670 - j0.00151556927224942117 
20.3190099999999986835 GHz,0.00000282222475728884 - j0.00151548965758937712 
20.3200099999999999056 GHz,0.00000282194698698565 - j0.00151541005051797459 
20.3210100000000011278 GHz,0.00000282166925795672 - j0.00151533045103409252 
20.3220099999999987972 GHz,0.00000282139156991649 - j0.00151525085913661113 
20.3230100000000000193 GHz,0.00000282111392275115 - j0.00151517127482441176 
20.3240100000000012415 GHz,0.00000282083631688570 - j0.00151509169809637377 
20.3250099999999989109 GHz,0.00000282055875143065 - j0.00151501212895137891 
20.3260100000000001330 GHz,0.00000282028122700642 - j0.00151493256738830613 
20.3270100000000013551 GHz,0.00000282000374363541 - j0.00151485301340603630 
20.3280099999999990246 GHz,0.00000281972630186701 - j0.00151477346700345269 
20.3290100000000002467 GHz,0.00000281944890021962 - j0.00151469392817943620 
20.3300100000000014688 GHz,0.00000281917153952095 - j0.00151461439693286728 
20.3310099999999991383 GHz,0.00000281889422056317 - j0.00151453487326262920 
20.3320100000000003604 GHz,0.00000281861694185881 - j0.00151445535716760349 
20.3330100000000015825 GHz,0.00000281833970384479 - j0.00151437584864667256 
20.3340099999999992519 GHz,0.00000281806250691657 - j0.00151429634769871795 
20.3350100000000004741 GHz,0.00000281778535145782 - j0.00151421685432262445 
20.3360100000000016962 GHz,0.00000281750823597516 - j0.00151413736851727402 
20.3370099999999993656 GHz,0.00000281723116198913 - j0.00151405789028154865 
20.3380100000000005878 GHz,0.00000281695412875242 - j0.00151397841961433506 
20.3390099999999982572 GHz,0.00000281667713653032 - j0.00151389895651451415 
20.3400099999999994793 GHz,0.00000281640018467619 - j0.00151381950098097113 
20.3410100000000007014 GHz,0.00000281612327466915 - j0.00151374005301258777 
20.3420099999999983709 GHz,0.00000281584640418100 - j0.00151366061260825124 
20.3430099999999995930 GHz,0.00000281556957438888 - j0.00151358117976684503 
20.3440100000000008151 GHz,0.00000281529278667718 - j0.00151350175448725283 
20.3450099999999984846 GHz,0.00000281501603942826 - j0.00151342233676836162 
20.3460099999999997067 GHz,0.00000281473933285413 - j0.00151334292660905640 
20.3470100000000009288 GHz,0.00000281446266737997 - j0.00151326352400821978 
20.3480099999999985982 GHz,0.00000281418604195067 - j0.00151318412896474111 
20.3490099999999998204 GHz,0.00000281390945731710 - j0.00151310474147750345 
20.3500100000000010425 GHz,0.00000281363291411764 - j0.00151302536154539549 
20.3510099999999987119 GHz,0.00000281335641148666 - j0.00151294598916729942 
20.3520099999999999341 GHz,0.00000281307994975466 - j0.00151286662434210739 
20.3530100000000011562 GHz,0.00000281280352843499 - j0.00151278726706869987 
20.3540099999999988256 GHz,0.00000281252714839107 - j0.00151270791734596901 
20.3550100000000000477 GHz,0.00000281225080841980 - j0.00151262857517279938 
20.3560100000000012699 GHz,0.00000281197450930171 - j0.00151254924054807969 
20.3570099999999989393 GHz,0.00000281169825131403 - j0.00151246991347069536 
20.3580100000000001614 GHz,0.00000281142203367410 - j0.00151239059393953662 
20.3590100000000013836 GHz,0.00000281114585666509 - j0.00151231128195348954 
20.3600099999999990530 GHz,0.00000281086972022081 - j0.00151223197751144392 
20.3610100000000002751 GHz,0.00000281059362435208 - j0.00151215268061228930 
20.3620100000000014973 GHz,0.00000281031757002301 - j0.00151207339125491156 
20.3630099999999991667 GHz,0.00000281004155609571 - j0.00151199410943820048 
20.3640100000000003888 GHz,0.00000280976558236786 - j0.00151191483516104584 
20.3650100000000016109 GHz,0.00000280948964960820 - j0.00151183556842233655 
20.3660099999999992804 GHz,0.00000280921375749006 - j0.00151175630922096259 
20.3670100000000005025 GHz,0.00000280893790577560 - j0.00151167705755581375 
20.3680100000000017246 GHz,0.00000280866209461188 - j0.00151159781342577958 
20.3690099999999993940 GHz,0.00000280838632431764 - j0.00151151857682974944 
20.3700100000000006162 GHz,0.00000280811059526497 - j0.00151143934776661591 
20.3710099999999982856 GHz,0.00000280783490578312 - j0.00151136012623526877 
20.3720099999999995077 GHz,0.00000280755925758236 - j0.00151128091223459758 
20.3730100000000007299 GHz,0.00000280728364964331 - j0.00151120170576349517 
20.3740099999999983993 GHz,0.00000280700808196501 - j0.00151112250682085151 
20.3750099999999996214 GHz,0.00000280673255553538 - j0.00151104331540555942 
20.3760100000000008436 GHz,0.00000280645706926991 - j0.00151096413151651041 
20.3770099999999985130 GHz,0.00000280618162347560 - j0.00151088495515259730 
20.3780099999999997351 GHz,0.00000280590621819297 - j0.00151080578631270944 
20.3790100000000009572 GHz,0.00000280563085423825 - j0.00151072662499574070 
20.3800099999999986267 GHz,0.00000280535552979274 - j0.00151064747120058392 
20.3810099999999998488 GHz,0.00000280508024644836 - j0.00151056832492613233 
20.3820100000000010709 GHz,0.00000280480500325682 - j0.00151048918617127811 
20.3830099999999987403 GHz,0.00000280452980083308 - j0.00151041005493491600 
20.3840099999999999625 GHz,0.00000280425463936572 - j0.00151033093121593818 
20.3850100000000011846 GHz,0.00000280397951720190 - j0.00151025181501323745 
20.3860099999999988540 GHz,0.00000280370443680397 - j0.00151017270632571054 
20.3870100000000000762 GHz,0.00000280342939561905 - j0.00151009360515224809 
20.3880100000000012983 GHz,0.00000280315439592006 - j0.00151001451149174767 
20.3890099999999989677 GHz,0.00000280287943678246 - j0.00150993542534310233 
20.3900100000000001899 GHz,0.00000280260451765475 - j0.00150985634670520660 
20.3910100000000014120 GHz,0.00000280232963882034 - j0.00150977727557695634 
20.3920099999999990814 GHz,0.00000280205480051527 - j0.00150969821195724588 
20.3930100000000003035 GHz,0.00000280178000312363 - j0.00150961915584497171 
20.3940100000000015257 GHz,0.00000280150524573868 - j0.00150954010723902861 
20.3950099999999991951 GHz,0.00000280123052846622 - j0.00150946106613831328 
20.3960100000000004172 GHz,0.00000280095585198048 - j0.00150938203254171984 
20.3970100000000016394 GHz,0.00000280068121584254 - j0.00150930300644814717 
20.3980099999999993088 GHz,0.00000280040662028256 - j0.00150922398785649026 
20.3990100000000005309 GHz,0.00000280013206458924 - j0.00150914497676564560 
20.4000100000000017531 GHz,0.00000279985754983358 - j0.00150906597317451274 
20.4010099999999994225 GHz,0.00000279958307471809 - j0.00150898697708198447 
20.4020100000000006446 GHz,0.00000279930864094143 - j0.00150890798848696099 
20.4030099999999983140 GHz,0.00000279903424665546 - j0.00150882900738834118 
20.4040099999999995362 GHz,0.00000279875989268842 - j0.00150875003378502003 
20.4050100000000007583 GHz,0.00000279848557958438 - j0.00150867106767589598 
20.4060099999999984277 GHz,0.00000279821130675642 - j0.00150859210905986943 
20.4070099999999996498 GHz,0.00000279793707473676 - j0.00150851315793583602 
20.4080100000000008720 GHz,0.00000279766288209771 - j0.00150843421430269745 
20.4090099999999985414 GHz,0.00000279738872963794 - j0.00150835527815935066 
20.4100099999999997635 GHz,0.00000279711461808510 - j0.00150827634950469538 
20.4110100000000009857 GHz,0.00000279684054704771 - j0.00150819742833762900 
20.4120099999999986551 GHz,0.00000279656651580275 - j0.00150811851465705365 
20.4130099999999998772 GHz,0.00000279629252481732 - j0.00150803960846186864 
20.4140100000000010994 GHz,0.00000279601857451120 - j0.00150796070975097308 
20.4150099999999987688 GHz,0.00000279574466406072 - j0.00150788181852326846 
20.4160099999999999909 GHz,0.00000279547079344746 - j0.00150780293477765365 
20.4170100000000012130 GHz,0.00000279519696460115 - j0.00150772405851302992 
20.4180099999999988825 GHz,0.00000279492317424079 - j0.00150764518972829704 
20.4190100000000001046 GHz,0.00000279464942540338 - j0.00150756632842235865 
20.4200100000000013267 GHz,0.00000279437571628235 - j0.00150748747459411429 
20.4210099999999989961 GHz,0.00000279410204734489 - j0.00150740862824246457 
20.4220100000000002183 GHz,0.00000279382841840684 - j0.00150732978936631381 
20.4230100000000014404 GHz,0.00000279355482949133 - j0.00150725095796456175 
20.4240099999999991098 GHz,0.00000279328128144453 - j0.00150717213403611140 
20.4250100000000003320 GHz,0.00000279300777255463 - j0.00150709331757986403 
20.4260100000000015541 GHz,0.00000279273430538497 - j0.00150701450859472394 
20.4270099999999992235 GHz,0.00000279246087700993 - j0.00150693570707959262 
20.4280100000000004457 GHz,0.00000279218748937705 - j0.00150685691303337373 
20.4290100000000016678 GHz,0.00000279191414191736 - j0.00150677812645497026 
20.4300099999999993372 GHz,0.00000279164083413887 - j0.00150669934734328523 
20.4310100000000005593 GHz,0.00000279136756725493 - j0.00150662057569722336 
20.4320099999999982288 GHz,0.00000279109434029986 - j0.00150654181151568746 
20.4330099999999994509 GHz,0.00000279082115243235 - j0.00150646305479758009 
20.4340100000000006730 GHz,0.00000279054800607960 - j0.00150638430554180967 
20.4350099999999983424 GHz,0.00000279027489921016 - j0.00150630556374727726 
20.4360099999999995646 GHz,0.00000279000183246895 - j0.00150622682941288955 
20.4370100000000007867 GHz,0.00000278972880566010 - j0.00150614810253754867 
20.4380099999999984561 GHz,0.00000278945581888381 - j0.00150606938312016219 
20.4390099999999996783 GHz,0.00000278918287258964 - j0.00150599067115963613 
20.4400100000000009004 GHz,0.00000278890996617316 - j0.00150591196665487439 
20.4410099999999985698 GHz,0.00000278863709917210 - j0.00150583326960478342 
20.4420099999999997920 GHz,0.00000278836427283538 - j0.00150575458000826840 
20.4430100000000010141 GHz,0.00000278809148679545 - j0.00150567589786423646 
20.4440099999999986835 GHz,0.00000278781874034729 - j0.00150559722317159320 
20.4450099999999999056 GHz,0.00000278754603382206 - j0.00150551855592924596 
20.4460100000000011278 GHz,0.00000278727336785884 - j0.00150543989613610208 
20.4470099999999987972 GHz,0.00000278700074110128 - j0.00150536124379106674 
20.4480100000000000193 GHz,0.00000278672815541419 - j0.00150528259889304945 
